excel_line;subclasses_codes;subclasses_title;classes_codes;classe_title;section_title
6;01.1;Cultures non permanentes;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
7;01.11;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
8;01.11Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
9;01.12;Culture du riz;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
10;01.12Z;Culture du riz;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
11;01.13;Culture de légumes, de melons, de racines et de tubercules;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
12;01.13Z;Culture de légumes, de melons, de racines et de tubercules;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
13;01.14;Culture de la canne à sucre;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
14;01.14Z;Culture de la canne à sucre;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
15;01.15;Culture du tabac;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
16;01.15Z;Culture du tabac;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
17;01.16;Culture de plantes à fibres;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
18;01.16Z;Culture de plantes à fibres;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
19;01.19;Autres cultures non permanentes;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
20;01.19Z;Autres cultures non permanentes;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
22;01.2;Cultures permanentes;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
23;01.21;Culture de la vigne;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
24;01.21Z;Culture de la vigne;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
25;01.22;Culture de fruits tropicaux et subtropicaux;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
26;01.22Z;Culture de fruits tropicaux et subtropicaux;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
27;01.23;Culture d'agrumes;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
28;01.23Z;Culture d'agrumes;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
29;01.24;Culture de fruits à pépins et à noyau;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
30;01.24Z;Culture de fruits à pépins et à noyau;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
31;01.25;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
32;01.25Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
33;01.26;Culture de fruits oléagineux;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
34;01.26Z;Culture de fruits oléagineux;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
35;01.27;Culture de plantes à boissons;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
36;01.27Z;Culture de plantes à boissons;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
37;01.28;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
38;01.28Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
39;01.29;Autres cultures permanentes;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
40;01.29Z;Autres cultures permanentes;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
42;01.3;Reproduction de plantes;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
43;01.30;Reproduction de plantes;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
44;01.30Z;Reproduction de plantes;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
46;01.4;Production animale;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
47;01.41;Élevage de vaches laitières;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
48;01.41Z;Élevage de vaches laitières;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
49;01.42;Élevage d'autres bovins et de buffles;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
50;01.42Z;Élevage d'autres bovins et de buffles;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
51;01.43;Élevage de chevaux et d'autres équidés;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
52;01.43Z;Élevage de chevaux et d'autres équidés;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
53;01.44;Élevage de chameaux et d'autres camélidés;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
54;01.44Z;Élevage de chameaux et d'autres camélidés;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
55;01.45;Élevage d'ovins et de caprins;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
56;01.45Z;Élevage d'ovins et de caprins;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
57;01.46;Élevage de porcins;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
58;01.46Z;Élevage de porcins;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
59;01.47;Élevage de volailles;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
60;01.47Z;Élevage de volailles;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
61;01.49;Élevage d'autres animaux;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
62;01.49Z;Élevage d'autres animaux;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
64;01.5;Culture et élevage associés;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
65;01.50;Culture et élevage associés;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
66;01.50Z;Culture et élevage associés;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
68;01.6;Activités de soutien à l'agriculture et traitement primaire des récoltes;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
69;01.61;Activités de soutien aux cultures;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
70;01.61Z;Activités de soutien aux cultures;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
71;01.62;Activités de soutien à la production animale;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
72;01.62Z;Activités de soutien à la production animale;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
73;01.63;Traitement primaire des récoltes;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
74;01.63Z;Traitement primaire des récoltes;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
75;01.64;Traitement des semences;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
76;01.64Z;Traitement des semences;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
78;01.7;Chasse, piégeage et services annexes;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
79;01.70;Chasse, piégeage et services annexes;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
80;01.70Z;Chasse, piégeage et services annexes;01;Culture et production animale, chasse et services annexes;AGRICULTURE, SYLVICULTURE ET PÊCHE
84;02.1;Sylviculture et autres activités forestières;02;Sylviculture et exploitation forestière;AGRICULTURE, SYLVICULTURE ET PÊCHE
85;02.10;Sylviculture et autres activités forestières;02;Sylviculture et exploitation forestière;AGRICULTURE, SYLVICULTURE ET PÊCHE
86;02.10Z;Sylviculture et autres activités forestières;02;Sylviculture et exploitation forestière;AGRICULTURE, SYLVICULTURE ET PÊCHE
88;02.2;Exploitation forestière;02;Sylviculture et exploitation forestière;AGRICULTURE, SYLVICULTURE ET PÊCHE
89;02.20;Exploitation forestière;02;Sylviculture et exploitation forestière;AGRICULTURE, SYLVICULTURE ET PÊCHE
90;02.20Z;Exploitation forestière;02;Sylviculture et exploitation forestière;AGRICULTURE, SYLVICULTURE ET PÊCHE
92;02.3;Récolte de produits forestiers non ligneux poussant à l'état sauvage;02;Sylviculture et exploitation forestière;AGRICULTURE, SYLVICULTURE ET PÊCHE
93;02.30;Récolte de produits forestiers non ligneux poussant à l'état sauvage;02;Sylviculture et exploitation forestière;AGRICULTURE, SYLVICULTURE ET PÊCHE
94;02.30Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;02;Sylviculture et exploitation forestière;AGRICULTURE, SYLVICULTURE ET PÊCHE
96;02.4;Services de soutien à l'exploitation forestière;02;Sylviculture et exploitation forestière;AGRICULTURE, SYLVICULTURE ET PÊCHE
97;02.40;Services de soutien à l'exploitation forestière;02;Sylviculture et exploitation forestière;AGRICULTURE, SYLVICULTURE ET PÊCHE
98;02.40Z;Services de soutien à l'exploitation forestière;02;Sylviculture et exploitation forestière;AGRICULTURE, SYLVICULTURE ET PÊCHE
102;03.1;Pêche;03;Pêche et aquaculture;AGRICULTURE, SYLVICULTURE ET PÊCHE
103;03.11;Pêche en mer;03;Pêche et aquaculture;AGRICULTURE, SYLVICULTURE ET PÊCHE
104;03.11Z;Pêche en mer;03;Pêche et aquaculture;AGRICULTURE, SYLVICULTURE ET PÊCHE
105;03.12;Pêche en eau douce;03;Pêche et aquaculture;AGRICULTURE, SYLVICULTURE ET PÊCHE
106;03.12Z;Pêche en eau douce;03;Pêche et aquaculture;AGRICULTURE, SYLVICULTURE ET PÊCHE
108;03.2;Aquaculture;03;Pêche et aquaculture;AGRICULTURE, SYLVICULTURE ET PÊCHE
109;03.21;Aquaculture en mer;03;Pêche et aquaculture;AGRICULTURE, SYLVICULTURE ET PÊCHE
110;03.21Z;Aquaculture en mer;03;Pêche et aquaculture;AGRICULTURE, SYLVICULTURE ET PÊCHE
111;03.22;Aquaculture en eau douce;03;Pêche et aquaculture;AGRICULTURE, SYLVICULTURE ET PÊCHE
112;03.22Z;Aquaculture en eau douce;03;Pêche et aquaculture;AGRICULTURE, SYLVICULTURE ET PÊCHE
118;05.1;Extraction de houille;05;Extraction de houille et de lignite;INDUSTRIES EXTRACTIVES
119;05.10;Extraction de houille;05;Extraction de houille et de lignite;INDUSTRIES EXTRACTIVES
120;05.10Z;Extraction de houille;05;Extraction de houille et de lignite;INDUSTRIES EXTRACTIVES
122;05.2;Extraction de lignite;05;Extraction de houille et de lignite;INDUSTRIES EXTRACTIVES
123;05.20;Extraction de lignite;05;Extraction de houille et de lignite;INDUSTRIES EXTRACTIVES
124;05.20Z;Extraction de lignite;05;Extraction de houille et de lignite;INDUSTRIES EXTRACTIVES
128;06.1;Extraction de pétrole brut;06;Extraction d'hydrocarbures;INDUSTRIES EXTRACTIVES
129;06.10;Extraction de pétrole brut;06;Extraction d'hydrocarbures;INDUSTRIES EXTRACTIVES
130;06.10Z;Extraction de pétrole brut;06;Extraction d'hydrocarbures;INDUSTRIES EXTRACTIVES
132;06.2;Extraction de gaz naturel;06;Extraction d'hydrocarbures;INDUSTRIES EXTRACTIVES
133;06.20;Extraction de gaz naturel;06;Extraction d'hydrocarbures;INDUSTRIES EXTRACTIVES
134;06.20Z;Extraction de gaz naturel;06;Extraction d'hydrocarbures;INDUSTRIES EXTRACTIVES
138;07.1;Extraction de minerais de fer;07;Extraction de minerais métalliques;INDUSTRIES EXTRACTIVES
139;07.10;Extraction de minerais de fer;07;Extraction de minerais métalliques;INDUSTRIES EXTRACTIVES
140;07.10Z;Extraction de minerais de fer;07;Extraction de minerais métalliques;INDUSTRIES EXTRACTIVES
142;07.2;Extraction de minerais de métaux non ferreux;07;Extraction de minerais métalliques;INDUSTRIES EXTRACTIVES
143;07.21;Extraction de minerais d'uranium et de thorium;07;Extraction de minerais métalliques;INDUSTRIES EXTRACTIVES
144;07.21Z;Extraction de minerais d'uranium et de thorium;07;Extraction de minerais métalliques;INDUSTRIES EXTRACTIVES
145;07.29;Extraction d'autres minerais de métaux non ferreux;07;Extraction de minerais métalliques;INDUSTRIES EXTRACTIVES
146;07.29Z;Extraction d'autres minerais de métaux non ferreux;07;Extraction de minerais métalliques;INDUSTRIES EXTRACTIVES
150;08.1;Extraction de pierres, de sables et d'argiles;08;Autres industries extractives;INDUSTRIES EXTRACTIVES
151;08.11;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;08;Autres industries extractives;INDUSTRIES EXTRACTIVES
152;08.11Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;08;Autres industries extractives;INDUSTRIES EXTRACTIVES
153;08.12;Exploitation de gravières et sablières, extraction d’argiles et de kaolin;08;Autres industries extractives;INDUSTRIES EXTRACTIVES
154;08.12Z;Exploitation de gravières et sablières, extraction d’argiles et de kaolin;08;Autres industries extractives;INDUSTRIES EXTRACTIVES
156;08.9;Activités extractives n.c.a.;08;Autres industries extractives;INDUSTRIES EXTRACTIVES
157;08.91;Extraction des minéraux chimiques et d'engrais minéraux ;08;Autres industries extractives;INDUSTRIES EXTRACTIVES
158;08.91Z;Extraction des minéraux chimiques et d'engrais minéraux ;08;Autres industries extractives;INDUSTRIES EXTRACTIVES
159;08.92;Extraction de tourbe;08;Autres industries extractives;INDUSTRIES EXTRACTIVES
160;08.92Z;Extraction de tourbe;08;Autres industries extractives;INDUSTRIES EXTRACTIVES
161;08.93;Production de sel ;08;Autres industries extractives;INDUSTRIES EXTRACTIVES
162;08.93Z;Production de sel ;08;Autres industries extractives;INDUSTRIES EXTRACTIVES
163;08.99;Autres activités extractives n.c.a.;08;Autres industries extractives;INDUSTRIES EXTRACTIVES
164;08.99Z;Autres activités extractives n.c.a.;08;Autres industries extractives;INDUSTRIES EXTRACTIVES
168;09.1;Activités de soutien à l'extraction d'hydrocarbures;09;Services de soutien aux industries extractives;INDUSTRIES EXTRACTIVES
169;09.10;Activités de soutien à l'extraction d'hydrocarbures;09;Services de soutien aux industries extractives;INDUSTRIES EXTRACTIVES
170;09.10Z;Activités de soutien à l'extraction d'hydrocarbures;09;Services de soutien aux industries extractives;INDUSTRIES EXTRACTIVES
172;09.9;Activités de soutien aux autres industries extractives;09;Services de soutien aux industries extractives;INDUSTRIES EXTRACTIVES
173;09.90;Activités de soutien aux autres industries extractives ;09;Services de soutien aux industries extractives;INDUSTRIES EXTRACTIVES
174;09.90Z;Activités de soutien aux autres industries extractives ;09;Services de soutien aux industries extractives;INDUSTRIES EXTRACTIVES
180;10.1;Transformation et conservation de la viande et préparation de produits à base de viande;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
181;10.11;Transformation et conservation de la viande de boucherie;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
182;10.11Z;Transformation et conservation de la viande de boucherie;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
183;10.12;Transformation et conservation de la viande de volaille;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
184;10.12Z;Transformation et conservation de la viande de volaille;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
185;10.13;Préparation de produits à base de viande;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
186;10.13A;Préparation industrielle de produits à base de viande;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
187;10.13B;Charcuterie;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
189;10.2;Transformation et conservation de poisson, de crustacés et de mollusques;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
190;10.20;Transformation et conservation de poisson, de crustacés et de mollusques;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
191;10.20Z;Transformation et conservation de poisson, de crustacés et de mollusques;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
193;10.3;Transformation et conservation de fruits et légumes;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
194;10.31;Transformation et conservation de pommes de terre;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
195;10.31Z;Transformation et conservation de pommes de terre;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
196;10.32;Préparation de jus de fruits et légumes;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
197;10.32Z;Préparation de jus de fruits et légumes;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
198;10.39;Autre transformation et conservation de fruits et légumes;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
199;10.39A;Autre transformation et conservation de légumes;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
200;10.39B;Transformation et conservation de fruits;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
202;10.4;Fabrication d’huiles et graisses végétales et animales;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
203;10.41;Fabrication d'huiles et graisses;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
204;10.41A;Fabrication d'huiles et graisses brutes;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
205;10.41B;Fabrication d'huiles et graisses raffinées;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
206;10.42;Fabrication de margarine et graisses comestibles similaires;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
207;10.42Z;Fabrication de margarine et graisses comestibles similaires;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
209;10.5;Fabrication de produits laitiers;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
210;10.51;Exploitation de laiteries et fabrication de fromage;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
211;10.51A;Fabrication de lait liquide et de produits frais;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
212;10.51B;Fabrication de beurre;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
213;10.51C;Fabrication de fromage;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
214;10.51D;Fabrication d'autres produits laitiers;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
215;10.52;Fabrication de glaces et sorbets;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
216;10.52Z;Fabrication de glaces et sorbets;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
218;10.6;"Travail des grains ; fabrication de produits amylacés";10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
219;10.61;Travail des grains;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
220;10.61A;Meunerie;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
221;10.61B;Autres activités du travail des grains;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
222;10.62;Fabrication de produits amylacés;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
223;10.62Z;Fabrication de produits amylacés;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
225;10.7;Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
226;10.71;Fabrication de pain et de pâtisserie fraîche;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
227;10.71A;Fabrication industrielle de pain et de pâtisserie fraîche;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
228;10.71B;Cuisson de produits de boulangerie;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
229;10.71C;Boulangerie et boulangerie-pâtisserie;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
230;10.71D;Pâtisserie;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
231;10.72;Fabrication de biscuits, biscottes et pâtisseries de conservation;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
232;10.72Z;Fabrication de biscuits, biscottes et pâtisseries de conservation;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
233;10.73;Fabrication de pâtes alimentaires;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
234;10.73Z;Fabrication de pâtes alimentaires;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
236;10.8;Fabrication d'autres produits alimentaires;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
237;10.81;Fabrication de sucre;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
238;10.81Z;Fabrication de sucre;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
239;10.82;Fabrication de cacao, chocolat et de produits de confiserie;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
240;10.82Z;Fabrication de cacao, chocolat et de produits de confiserie;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
241;10.83;Transformation du thé et du café;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
242;10.83Z;Transformation du thé et du café;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
243;10.84;Fabrication de condiments et assaisonnements;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
244;10.84Z;Fabrication de condiments et assaisonnements;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
245;10.85;Fabrication de plats préparés;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
246;10.85Z;Fabrication de plats préparés;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
247;10.86;Fabrication d'aliments homogénéisés et diététiques;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
248;10.86Z;Fabrication d'aliments homogénéisés et diététiques;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
249;10.89;Fabrication d'autres produits alimentaires n.c.a.;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
250;10.89Z;Fabrication d'autres produits alimentaires n.c.a.;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
252;10.9;Fabrication d'aliments pour animaux;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
253;10.91;Fabrication d'aliments pour animaux de ferme;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
254;10.91Z;Fabrication d'aliments pour animaux de ferme;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
255;10.92;Fabrication d'aliments pour animaux de compagnie;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
256;10.92Z;Fabrication d'aliments pour animaux de compagnie;10;Industries alimentaires;INDUSTRIE MANUFACTURIÈRE
260;11.0;Fabrication de boissons;11;Fabrication de boissons;INDUSTRIE MANUFACTURIÈRE
261;11.01;Production de boissons alcooliques distillées;11;Fabrication de boissons;INDUSTRIE MANUFACTURIÈRE
262;11.01Z;Production de boissons alcooliques distillées;11;Fabrication de boissons;INDUSTRIE MANUFACTURIÈRE
263;11.02;Production de vin (de raisin);11;Fabrication de boissons;INDUSTRIE MANUFACTURIÈRE
264;11.02A;Fabrication de vins effervescents;11;Fabrication de boissons;INDUSTRIE MANUFACTURIÈRE
265;11.02B;Vinification;11;Fabrication de boissons;INDUSTRIE MANUFACTURIÈRE
266;11.03;Fabrication de cidre et de vins de fruits  ;11;Fabrication de boissons;INDUSTRIE MANUFACTURIÈRE
267;11.03Z;Fabrication de cidre et de vins de fruits ;11;Fabrication de boissons;INDUSTRIE MANUFACTURIÈRE
268;11.04;Production d'autres boissons fermentées non distillées;11;Fabrication de boissons;INDUSTRIE MANUFACTURIÈRE
269;11.04Z;Production d'autres boissons fermentées non distillées;11;Fabrication de boissons;INDUSTRIE MANUFACTURIÈRE
270;11.05;Fabrication de bière;11;Fabrication de boissons;INDUSTRIE MANUFACTURIÈRE
271;11.05Z;Fabrication de bière;11;Fabrication de boissons;INDUSTRIE MANUFACTURIÈRE
272;11.06;Fabrication de malt;11;Fabrication de boissons;INDUSTRIE MANUFACTURIÈRE
273;11.06Z;Fabrication de malt;11;Fabrication de boissons;INDUSTRIE MANUFACTURIÈRE
274;11.07;Industrie des eaux minérales et autres eaux embouteillées et des boissons rafraîchissantes;11;Fabrication de boissons;INDUSTRIE MANUFACTURIÈRE
275;11.07A;Industrie des eaux de table;11;Fabrication de boissons;INDUSTRIE MANUFACTURIÈRE
276;11.07B;Production de boissons rafraîchissantes;11;Fabrication de boissons;INDUSTRIE MANUFACTURIÈRE
280;12.0;Fabrication de produits à base de tabac;12;Fabrication de produits à base de tabac;INDUSTRIE MANUFACTURIÈRE
281;12.00;Fabrication de produits à base de tabac;12;Fabrication de produits à base de tabac;INDUSTRIE MANUFACTURIÈRE
282;12.00Z;Fabrication de produits à base de tabac;12;Fabrication de produits à base de tabac;INDUSTRIE MANUFACTURIÈRE
286;13.1;Préparation de fibres textiles et filature;13;Fabrication de textiles;INDUSTRIE MANUFACTURIÈRE
287;13.10;Préparation de fibres textiles et filature;13;Fabrication de textiles;INDUSTRIE MANUFACTURIÈRE
288;13.10Z;Préparation de fibres textiles et filature;13;Fabrication de textiles;INDUSTRIE MANUFACTURIÈRE
290;13.2;Tissage;13;Fabrication de textiles;INDUSTRIE MANUFACTURIÈRE
291;13.20;Tissage;13;Fabrication de textiles;INDUSTRIE MANUFACTURIÈRE
292;13.20Z;Tissage;13;Fabrication de textiles;INDUSTRIE MANUFACTURIÈRE
294;13.3;Ennoblissement textile;13;Fabrication de textiles;INDUSTRIE MANUFACTURIÈRE
295;13.30;Ennoblissement textile;13;Fabrication de textiles;INDUSTRIE MANUFACTURIÈRE
296;13.30Z;Ennoblissement textile;13;Fabrication de textiles;INDUSTRIE MANUFACTURIÈRE
298;13.9;Fabrication d'autres textiles;13;Fabrication de textiles;INDUSTRIE MANUFACTURIÈRE
299;13.91;Fabrication d'étoffes à mailles;13;Fabrication de textiles;INDUSTRIE MANUFACTURIÈRE
300;13.91Z;Fabrication d'étoffes à mailles;13;Fabrication de textiles;INDUSTRIE MANUFACTURIÈRE
301;13.92;Fabrication d'articles textiles, sauf habillement;13;Fabrication de textiles;INDUSTRIE MANUFACTURIÈRE
302;13.92Z;Fabrication d'articles textiles, sauf habillement;13;Fabrication de textiles;INDUSTRIE MANUFACTURIÈRE
