excel_line;subclasses_codes;subclasses_title;classes_codes;classe_title;section_title
511;23.3;Fabrication de matériaux de construction en terre cuite;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
512;23.31;Fabrication de carreaux en céramique;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
513;23.31Z;Fabrication de carreaux en céramique;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
514;23.32;Fabrication de briques, tuiles et produits de construction, en terre cuite;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
515;23.32Z;Fabrication de briques, tuiles et produits de construction, en terre cuite;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
517;23.4;Fabrication d'autres produits en céramique et en porcelaine ;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
518;23.41;Fabrication d'articles céramiques à usage domestique ou ornemental;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
519;23.41Z;Fabrication d'articles céramiques à usage domestique ou ornemental;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
520;23.42;Fabrication d'appareils sanitaires en céramique;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
521;23.42Z;Fabrication d'appareils sanitaires en céramique;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
522;23.43;Fabrication d'isolateurs et pièces isolantes en céramique;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
523;23.43Z;Fabrication d'isolateurs et pièces isolantes en céramique;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
524;23.44;Fabrication d'autres produits céramiques à usage technique;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
525;23.44Z;Fabrication d'autres produits céramiques à usage technique;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
526;23.49;Fabrication d'autres produits céramiques ;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
527;23.49Z;Fabrication d'autres produits céramiques;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
529;23.5;Fabrication de ciment, chaux et plâtre;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
530;23.51;Fabrication de ciment;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
531;23.51Z;Fabrication de ciment;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
532;23.52;Fabrication de chaux et plâtre;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
533;23.52Z;Fabrication de chaux et plâtre;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
535;23.6;Fabrication d'ouvrages en béton, en ciment ou en plâtre;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
536;23.61;Fabrication d'éléments en béton pour la construction;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
537;23.61Z;Fabrication d'éléments en béton pour la construction;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
538;23.62;Fabrication d'éléments en plâtre pour la construction;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
539;23.62Z;Fabrication d'éléments en plâtre pour la construction;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
540;23.63;Fabrication de béton prêt à l'emploi;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
541;23.63Z;Fabrication de béton prêt à l'emploi;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
542;23.64;Fabrication de mortiers et bétons secs;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
543;23.64Z;Fabrication de mortiers et bétons secs;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
544;23.65;Fabrication d'ouvrages en fibre-ciment;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
545;23.65Z;Fabrication d'ouvrages en fibre-ciment;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
546;23.69;Fabrication d'autres ouvrages en béton, en ciment ou en plâtre;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
547;23.69Z;Fabrication d'autres ouvrages en béton, en ciment ou en plâtre;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
549;23.7;Taille, façonnage et finissage de pierres ;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
550;23.70;Taille, façonnage et finissage de pierres;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
551;23.70Z;Taille, façonnage et finissage de pierres;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
553;23.9;Fabrication de produits abrasifs et de produits minéraux non métalliques n.c.a.;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
554;23.91;Fabrication de produits abrasifs;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
555;23.91Z;Fabrication de produits abrasifs;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
556;23.99;Fabrication d'autres produits minéraux non métalliques n.c.a.;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
557;23.99Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;23;Fabrication d'autres produits minéraux non métalliques;INDUSTRIE MANUFACTURIÈRE
561;24.1;Sidérurgie;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
562;24.10;Sidérurgie;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
563;24.10Z;Sidérurgie;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
565;24.2;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier ;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
566;24.20;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier ;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
567;24.20Z;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier ;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
569;24.3;Fabrication d'autres produits de première transformation de l'acier;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
570;24.31;Étirage à froid de barres;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
571;24.31Z;Étirage à froid de barres;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
572;24.32;Laminage à froid de feuillards;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
573;24.32Z;Laminage à froid de feuillards;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
574;24.33;Profilage à froid par formage ou pliage;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
575;24.33Z;Profilage à froid par formage ou pliage;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
576;24.34;Tréfilage à froid;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
577;24.34Z;Tréfilage à froid;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
579;24.4;Production de métaux précieux et d'autres métaux non ferreux;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
580;24.41;Production de métaux précieux;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
581;24.41Z;Production de métaux précieux;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
582;24.42;Métallurgie de l'aluminium;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
583;24.42Z;Métallurgie de l'aluminium;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
584;24.43;Métallurgie du plomb, du zinc ou de l'étain;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
585;24.43Z;Métallurgie du plomb, du zinc ou de l'étain;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
586;24.44;Métallurgie du cuivre;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
587;24.44Z;Métallurgie du cuivre;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
588;24.45;Métallurgie des autres métaux non ferreux;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
589;24.45Z;Métallurgie des autres métaux non ferreux;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
590;24.46;Élaboration et transformation de matières nucléaires;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
591;24.46Z;Élaboration et transformation de matières nucléaires;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
593;24.5;Fonderie;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
594;24.51;Fonderie de fonte;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
595;24.51Z;Fonderie de fonte;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
596;24.52;Fonderie d'acier;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
597;24.52Z;Fonderie d'acier;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
598;24.53;Fonderie de métaux légers;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
599;24.53Z;Fonderie de métaux légers;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
600;24.54;Fonderie d'autres métaux non ferreux;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
601;24.54Z;Fonderie d'autres métaux non ferreux;24;Métallurgie;INDUSTRIE MANUFACTURIÈRE
605;25.1;Fabrication d'éléments en métal pour la construction;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
606;25.11;Fabrication de structures métalliques et de parties de structures;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
607;25.11Z;Fabrication de structures métalliques et de parties de structures;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
608;25.12;Fabrication de portes et fenêtres en métal;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
609;25.12Z;Fabrication de portes et fenêtres en métal;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
611;25.2;Fabrication de réservoirs, citernes et conteneurs métalliques;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
612;25.21;Fabrication de radiateurs et de chaudières pour le chauffage central;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
613;25.21Z;Fabrication de radiateurs et de chaudières pour le chauffage central;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
614;25.29;Fabrication d'autres réservoirs, citernes et conteneurs métalliques;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
615;25.29Z;Fabrication d'autres réservoirs, citernes et conteneurs métalliques;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
617;25.3;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
618;25.30;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
619;25.30Z;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
621;25.4;Fabrication d'armes et de munitions;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
622;25.40;Fabrication d'armes et de munitions;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
623;25.40Z;Fabrication d'armes et de munitions;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
625;25.5;"Forge, emboutissage, estampage ; métallurgie des poudres";25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
626;25.50;"Forge, emboutissage, estampage ; métallurgie des poudres";25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
627;25.50A;"Forge, estampage, matriçage ; métallurgie des poudres";25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
628;25.50B;Découpage, emboutissage;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
630;25.6;"Traitement et revêtement des métaux ; usinage";25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
631;25.61;Traitement et revêtement des métaux;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
632;25.61Z;Traitement et revêtement des métaux;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
633;25.62;Usinage;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
634;25.62A;Décolletage;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
635;25.62B;Mécanique industrielle;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
637;25.7;Fabrication de coutellerie, d'outillage et de quincaillerie;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
638;25.71;Fabrication de coutellerie;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
639;25.71Z;Fabrication de coutellerie;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
640;25.72;Fabrication de serrures et de ferrures;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
641;25.72Z;Fabrication de serrures et de ferrures;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
642;25.73;Fabrication d'outillage;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
643;25.73A;Fabrication de moules et modèles;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
644;25.73B;Fabrication d'autres outillages;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
646;25.9;Fabrication d'autres ouvrages en métaux;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
647;25.91;Fabrication de fûts et emballages métalliques similaires;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
648;25.91Z;Fabrication de fûts et emballages métalliques similaires;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
649;25.92;Fabrication d'emballages métalliques légers;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
650;25.92Z;Fabrication d'emballages métalliques légers;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
651;25.93;Fabrication d'articles en fils métalliques, de chaînes et de ressorts;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
652;25.93Z;Fabrication d'articles en fils métalliques, de chaînes et de ressorts;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
653;25.94;Fabrication de vis et de boulons;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
654;25.94Z;Fabrication de vis et de boulons;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
655;25.99;Fabrication d'autres produits métalliques n.c.a.;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
656;25.99A;Fabrication d'articles métalliques ménagers;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
657;25.99B;Fabrication d'autres articles métalliques;25;Fabrication de produits métalliques, à l’exception des machines et des équipements;INDUSTRIE MANUFACTURIÈRE
661;26.1;Fabrication de composants et cartes électroniques;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
662;26.11;Fabrication de composants électroniques;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
663;26.11Z;Fabrication de composants électroniques;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
664;26.12;Fabrication de cartes électroniques assemblées;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
665;26.12Z;Fabrication de cartes électroniques assemblées;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
667;26.2;Fabrication d'ordinateurs et d'équipements périphériques;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
668;26.20;Fabrication d'ordinateurs et d'équipements périphériques;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
669;26.20Z;Fabrication d'ordinateurs et d'équipements périphériques;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
671;26.3;Fabrication d'équipements de communication;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
672;26.30;Fabrication d'équipements de communication ;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
673;26.30Z;Fabrication d'équipements de communication ;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
675;26.4;Fabrication de produits électroniques grand public;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
676;26.40;Fabrication de produits électroniques grand public;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
677;26.40Z;Fabrication de produits électroniques grand public;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
679;26.5;"Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation ; horlogerie";26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
680;26.51;Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
681;26.51A;Fabrication d'équipements d'aide à la navigation;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
682;26.51B;Fabrication d'instrumentation scientifique et technique;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
683;26.52;Horlogerie;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
684;26.52Z;Horlogerie;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
686;26.6;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
687;26.60;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques ;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
688;26.60Z;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques ;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
690;26.7;Fabrication de matériels optique et photographique;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
691;26.70;Fabrication de matériels optique et photographique;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
692;26.70Z;Fabrication de matériels optique et photographique;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
694;26.8;Fabrication de supports magnétiques et optiques;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
695;26.80;Fabrication de supports magnétiques et optiques;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
696;26.80Z;Fabrication de supports magnétiques et optiques;26;Fabrication de produits informatiques, électroniques et optiques;INDUSTRIE MANUFACTURIÈRE
700;27.1;Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
701;27.11;Fabrication de moteurs, génératrices et transformateurs électriques;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
702;27.11Z;Fabrication de moteurs, génératrices et transformateurs électriques;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
703;27.12;Fabrication de matériel de distribution et de commande électrique;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
704;27.12Z;Fabrication de matériel de distribution et de commande électrique;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
706;27.2;Fabrication de piles et d'accumulateurs électriques;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
707;27.20;Fabrication de piles et d'accumulateurs électriques;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
708;27.20Z;Fabrication de piles et d'accumulateurs électriques;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
710;27.3;Fabrication de fils et câbles et de matériel d'installation électrique;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
711;27.31;Fabrication de câbles de fibres optiques;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
712;27.31Z;Fabrication de câbles de fibres optiques;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
713;27.32;Fabrication d'autres fils et câbles électroniques ou électriques;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
714;27.32Z;Fabrication d'autres fils et câbles électroniques ou électriques;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
715;27.33;Fabrication de matériel d'installation électrique;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
716;27.33Z;Fabrication de matériel d'installation électrique;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
718;27.4;Fabrication d'appareils d'éclairage électrique;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
719;27.40;Fabrication d'appareils d'éclairage électrique;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
720;27.40Z;Fabrication d'appareils d'éclairage électrique;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
722;27.5;Fabrication d'appareils ménagers;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
723;27.51;Fabrication d'appareils électroménagers;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
724;27.51Z;Fabrication d'appareils électroménagers;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
725;27.52;Fabrication d'appareils ménagers non électriques;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
726;27.52Z;Fabrication d'appareils ménagers non électriques;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
728;27.9;Fabrication d'autres matériels électriques;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
729;27.90;Fabrication d'autres matériels électriques;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
730;27.90Z;Fabrication d'autres matériels électriques;27;Fabrication d'équipements électriques;INDUSTRIE MANUFACTURIÈRE
734;28.1;Fabrication de machines d'usage général;28;Fabrication de machines et équipements n.c.a.;INDUSTRIE MANUFACTURIÈRE
735;28.11;Fabrication de moteurs et turbines, à l'exception des moteurs d’avions et de véhicules;28;Fabrication de machines et équipements n.c.a.;INDUSTRIE MANUFACTURIÈRE
736;28.11Z;Fabrication de moteurs et turbines, à l'exception des moteurs d’avions et de véhicules;28;Fabrication de machines et équipements n.c.a.;INDUSTRIE MANUFACTURIÈRE
737;28.12;Fabrication d'équipements hydrauliques et pneumatiques;28;Fabrication de machines et équipements n.c.a.;INDUSTRIE MANUFACTURIÈRE
738;28.12Z;Fabrication d'équipements hydrauliques et pneumatiques;28;Fabrication de machines et équipements n.c.a.;INDUSTRIE MANUFACTURIÈRE
739;28.13;Fabrication d'autres pompes et compresseurs;28;Fabrication de machines et équipements n.c.a.;INDUSTRIE MANUFACTURIÈRE
740;28.13Z;Fabrication d'autres pompes et compresseurs;28;Fabrication de machines et équipements n.c.a.;INDUSTRIE MANUFACTURIÈRE
741;28.14;Fabrication d'autres articles de robinetterie;28;Fabrication de machines et équipements n.c.a.;INDUSTRIE MANUFACTURIÈRE
742;28.14Z;Fabrication d'autres articles de robinetterie;28;Fabrication de machines et équipements n.c.a.;INDUSTRIE MANUFACTURIÈRE
743;28.15;Fabrication d'engrenages et d'organes mécaniques de transmission;28;Fabrication de machines et équipements n.c.a.;INDUSTRIE MANUFACTURIÈRE
744;28.15Z;Fabrication d'engrenages et d'organes mécaniques de transmission;28;Fabrication de machines et équipements n.c.a.;INDUSTRIE MANUFACTURIÈRE
746;28.2;Fabrication d'autres machines d'usage général;28;Fabrication de machines et équipements n.c.a.;INDUSTRIE MANUFACTURIÈRE
747;28.21;Fabrication de fours et brûleurs;28;Fabrication de machines et équipements n.c.a.;INDUSTRIE MANUFACTURIÈRE
748;28.21Z;Fabrication de fours et brûleurs;28;Fabrication de machines et équipements n.c.a.;INDUSTRIE MANUFACTURIÈRE
749;28.22;Fabrication de matériel de levage et de manutention;28;Fabrication de machines et équipements n.c.a.;INDUSTRIE MANUFACTURIÈRE
750;28.22Z;Fabrication de matériel de levage et de manutention;28;Fabrication de machines et équipements n.c.a.;INDUSTRIE MANUFACTURIÈRE
751;28.23;Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques);28;Fabrication de machines et équipements n.c.a.;INDUSTRIE MANUFACTURIÈRE
752;28.23Z;Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques);28;Fabrication de machines et équipements n.c.a.;INDUSTRIE MANUFACTURIÈRE
753;28.24;Fabrication d'outillage portatif à moteur incorporé;28;Fabrication de machines et équipements n.c.a.;INDUSTRIE MANUFACTURIÈRE
754;28.24Z;Fabrication d'outillage portatif à moteur incorporé;28;Fabrication de machines et équipements n.c.a.;INDUSTRIE MANUFACTURIÈRE
755;28.25;Fabrication d'équipements aérauliques et frigorifiques industriels;28;Fabrication de machines et équipements n.c.a.;INDUSTRIE MANUFACTURIÈRE
756;28.25Z;Fabrication d'équipements aérauliques et frigorifiques industriels;28;Fabrication de machines et équipements n.c.a.;INDUSTRIE MANUFACTURIÈRE
757;28.29;Fabrication de machines diverses d'usage général;28;Fabrication de machines et équipements n.c.a.;INDUSTRIE MANUFACTURIÈRE
758;28.29A;Fabrication d'équipements d'emballage, de conditionnement et de pesage ;28;Fabrication de machines et équipements n.c.a.;INDUSTRIE MANUFACTURIÈRE
